Turn	Civ1	Civ2	Value
82	Songhai	Germany	neutral
82	Germany	Iroquois	neutral
82	Korea	Iroquois	neutral
83	Songhai	Morocco	neutral
83	Inca	Morocco	neutral
84	Songhai	Inca	neutral
84	Songhai	Germany	neutral
84	Morocco	Iroquois	neutral
86	Inca	Songhai	neutral
86	Morocco	Korea	neutral
87	Iroquois	Germany	neutral
88	Iroquois	Morocco	neutral
89	Songhai	Korea	neutral
89	Inca	Iroquois	neutral
89	Morocco	Germany	neutral
89	Germany	Inca	neutral
90	Inca	Korea	neutral
90	Germany	Songhai	neutral
90	Germany	Iroquois	neutral
91	Songhai	Morocco	neutral
91	Songhai	Iroquois	neutral
91	Inca	Iroquois	neutral
93	Songhai	Inca	neutral
93	Germany	Morocco	neutral
93	Germany	Iroquois	neutral
94	Korea	Germany	neutral
94	Songhai	Iroquois	neutral
95	Morocco	Korea	neutral
95	Morocco	Germany	neutral
95	Iroquois	Inca	neutral
95	Iroquois	Morocco	neutral
96	Songhai	Korea	neutral
96	Korea	Songhai	neutral
97	Inca	Iroquois	neutral
98	Inca	Korea	neutral
98	Germany	Songhai	neutral
98	Germany	Korea	neutral
100	Morocco	Songhai	neutral
100	Morocco	Iroquois	neutral
100	Germany	Morocco	neutral
100	Iroquois	Korea	neutral
101	Morocco	Germany	neutral
102	Korea	Morocco	neutral
102	Inca	Songhai	neutral
102	Songhai	Germany	neutral
103	Iroquois	Inca	neutral
103	Korea	Songhai	neutral
103	Iroquois	Germany	neutral
103	Germany	Korea	neutral
103	Morocco	Germany	neutral
103	Iroquois	Korea	competitor
104	Germany	Iroquois	neutral
104	Korea	Iroquois	competitor
105	Songhai	Iroquois	competitor
105	Songhai	Germany	neutral
105	Inca	Iroquois	neutral
106	Germany	Songhai	neutral
106	Iroquois	Inca	neutral
107	Germany	Inca	neutral
108	Morocco	Iroquois	competitor
109	Inca	Germany	neutral
109	Morocco	Songhai	neutral
109	Germany	Korea	neutral
109	Songhai	Inca	neutral
111	Songhai	Inca	neutral
111	Songhai	Germany	neutral
112	Songhai	Iroquois	competitor
113	Inca	Iroquois	neutral
113	Morocco	Songhai	neutral
113	Iroquois	Germany	neutral
114	Morocco	Germany	neutral
114	Germany	Songhai	neutral
115	Morocco	Songhai	neutral
115	Morocco	Inca	neutral
115	Morocco	Germany	neutral
116	Iroquois	Morocco	neutral
117	Korea	Germany	neutral
117	Morocco	Korea	neutral
118	Inca	Germany	neutral
119	Iroquois	Songhai	neutral
119	Inca	Germany	neutral
119	Korea	Inca	neutral
119	Korea	Iroquois	competitor
119	Iroquois	Germany	neutral
120	Songhai	Inca	neutral
120	Germany	Iroquois	neutral
120	Korea	Morocco	neutral
120	Germany	Korea	neutral
121	Iroquois	Inca	neutral
121	Korea	Morocco	neutral
122	Inca	Korea	neutral
122	Korea	Morocco	neutral
122	Songhai	Germany	neutral
123	Songhai	Morocco	neutral
123	Germany	Inca	neutral
123	Iroquois	Morocco	neutral
124	Songhai	Korea	neutral
124	Morocco	Iroquois	neutral
124	Korea	Songhai	neutral
125	Korea	Iroquois	neutral
126	Inca	Songhai	neutral
126	Morocco	Inca	neutral
126	Korea	Germany	neutral
127	Inca	Morocco	neutral
127	Germany	Morocco	favorable
127	Morocco	Songhai	neutral
127	Iroquois	Germany	neutral
128	Iroquois	Inca	neutral
129	Iroquois	Morocco	neutral
129	Inca	Germany	neutral
129	Inca	Iroquois	neutral
129	Morocco	Germany	favorable
129	Korea	Inca	neutral
129	Morocco	Inca	neutral
130	Morocco	Iroquois	neutral
131	Songhai	Morocco	neutral
131	Inca	Iroquois	neutral
131	Morocco	Korea	neutral
131	Germany	Inca	neutral
132	Morocco	Iroquois	neutral
132	Inca	Iroquois	neutral
133	Inca	Iroquois	neutral
133	Songhai	Iroquois	neutral
134	Inca	Songhai	favorable
134	Korea	Germany	neutral
135	Morocco	Inca	neutral
136	Morocco	Songhai	neutral
136	Iroquois	Korea	competitor
137	Inca	Iroquois	neutral
138	Inca	Songhai	favorable
138	Inca	Iroquois	neutral
138	Inca	Korea	neutral
138	Korea	Songhai	neutral
139	Songhai	Morocco	neutral
139	Inca	Morocco	competitor
139	Korea	Iroquois	competitor
139	Inca	Iroquois	neutral
140	Morocco	Korea	neutral
140	Morocco	Iroquois	neutral
140	Iroquois	Korea	competitor
142	Germany	Korea	neutral
143	Morocco	Germany	favorable
143	Iroquois	Germany	neutral
144	Iroquois	Morocco	neutral
145	Songhai	Korea	neutral
145	Inca	Iroquois	neutral
145	Iroquois	Korea	competitor
145	Morocco	Songhai	neutral
145	Korea	Songhai	neutral
147	Songhai	Inca	favorable
147	Iroquois	Morocco	neutral
147	Germany	Inca	neutral
147	Songhai	Iroquois	competitor
147	Germany	Inca	neutral
147	Iroquois	Songhai	competitor
148	Morocco	Iroquois	neutral
148	Korea	Songhai	neutral
148	Morocco	Germany	favorable
149	Morocco	Korea	neutral
149	Inca	Korea	neutral
150	Inca	Songhai	favorable
150	Morocco	Germany	favorable
150	Songhai	Inca	favorable
150	Inca	Iroquois	neutral
151	Iroquois	Germany	neutral
152	Songhai	Korea	neutral
152	Inca	Iroquois	neutral
153	Iroquois	Inca	neutral
153	Germany	Korea	favorable
154	Inca	Korea	neutral
154	Korea	Morocco	neutral
154	Morocco	Songhai	neutral
155	Germany	Inca	neutral
156	Songhai	Inca	favorable
156	Songhai	Germany	neutral
156	Korea	Inca	neutral
156	Korea	Morocco	favorable
156	Iroquois	Korea	competitor
157	Korea	Iroquois	neutral
157	Songhai	Iroquois	neutral
158	Morocco	Korea	neutral
158	Iroquois	Korea	competitor
159	Songhai	Korea	neutral
159	Iroquois	Morocco	neutral
159	Germany	Iroquois	neutral
159	Korea	Songhai	neutral
159	Iroquois	Germany	neutral
160	Morocco	Inca	neutral
161	Songhai	Iroquois	neutral
161	Inca	Iroquois	neutral
161	Inca	Morocco	neutral
161	Inca	Iroquois	neutral
162	Inca	Korea	neutral
162	Korea	Germany	favorable
163	Iroquois	Germany	neutral
163	Morocco	Songhai	neutral
163	Germany	Morocco	favorable
164	Germany	Morocco	favorable
164	Songhai	Inca	favorable
164	Morocco	Iroquois	neutral
165	Inca	Songhai	favorable
165	Songhai	Germany	neutral
165	Morocco	Iroquois	neutral
166	Songhai	Korea	neutral
166	Germany	Iroquois	neutral
167	Iroquois	Germany	neutral
167	Iroquois	Songhai	favorable
168	Morocco	Germany	neutral
169	Inca	Germany	neutral
169	Korea	Germany	favorable
170	Germany	Songhai	neutral
170	Germany	Morocco	neutral
171	Songhai	Morocco	competitor
172	Morocco	Iroquois	neutral
172	Germany	Inca	neutral
172	Morocco	Iroquois	neutral
173	Songhai	Korea	neutral
173	Inca	Morocco	neutral
173	Morocco	Korea	neutral
173	Iroquois	Korea	competitor
174	Inca	Songhai	favorable
174	Germany	Morocco	neutral
175	Inca	Morocco	neutral
175	Iroquois	Germany	neutral
176	Korea	Morocco	neutral
177	Songhai	Korea	neutral
177	Inca	Iroquois	neutral
177	Germany	Morocco	neutral
177	Korea	Inca	neutral
178	Inca	Korea	competitor
178	Germany	Songhai	neutral
179	Inca	Germany	neutral
179	Songhai	Germany	neutral
179	Germany	Inca	neutral
179	Iroquois	Inca	neutral
179	Iroquois	Germany	neutral
179	Iroquois	Morocco	neutral
180	Songhai	Korea	neutral
180	Inca	Germany	neutral
180	Morocco	Iroquois	neutral
180	Korea	Songhai	neutral
180	Morocco	Germany	neutral
181	Morocco	Songhai	neutral
181	Germany	Iroquois	neutral
181	Korea	Songhai	neutral
182	Songhai	Iroquois	neutral
182	Inca	Songhai	favorable
182	Morocco	Inca	favorable
183	Germany	Morocco	neutral
183	Songhai	Inca	favorable
183	Germany	Songhai	neutral
183	Inca	Iroquois	neutral
183	Songhai	Inca	favorable
183	Iroquois	Germany	neutral
184	Germany	Morocco	neutral
184	Inca	Morocco	favorable
185	Inca	Iroquois	neutral
185	Songhai	Inca	favorable
185	Morocco	Korea	competitor
186	Inca	Korea	neutral
186	Germany	Songhai	neutral
186	Germany	Korea	favorable
186	Iroquois	Morocco	neutral
187	Korea	Inca	neutral
187	Songhai	Morocco	neutral
187	Morocco	Inca	favorable
187	Germany	Inca	neutral
187	Korea	Songhai	neutral
187	Iroquois	Songhai	favorable
189	Songhai	Korea	neutral
189	Songhai	Korea	neutral
189	Iroquois	Songhai	neutral
190	Inca	Songhai	neutral
190	Morocco	Germany	neutral
190	Songhai	Morocco	competitor
190	Songhai	Iroquois	neutral
191	Germany	Iroquois	neutral
193	Inca	Iroquois	neutral
193	Morocco	Inca	favorable
194	Germany	Iroquois	neutral
194	Germany	Songhai	competitor
194	Iroquois	Korea	neutral
194	Korea	Morocco	competitor
194	Korea	Morocco	neutral
195	Inca	Korea	competitor
195	Songhai	Korea	neutral
195	Inca	Morocco	neutral
195	Morocco	Korea	competitor
195	Korea	Songhai	neutral
195	Germany	Inca	favorable
195	Korea	Songhai	neutral
196	Iroquois	Morocco	competitor
196	Songhai	Germany	neutral
198	Morocco	Germany	neutral
198	Iroquois	Songhai	competitor
199	Inca	Germany	favorable
199	Morocco	Songhai	neutral
199	Morocco	Germany	favorable
199	Korea	Inca	neutral
199	Korea	Morocco	neutral
200	Iroquois	Morocco	neutral
201	Songhai	Germany	neutral
202	Korea	Inca	competitor
202	Germany	Songhai	competitor
203	Songhai	Morocco	neutral
203	Germany	Inca	favorable
203	Germany	Iroquois	neutral
204	Songhai	Iroquois	neutral
204	Morocco	Inca	favorable
204	Morocco	Korea	competitor
205	Germany	Morocco	neutral
205	Iroquois	Inca	neutral
205	Inca	Korea	competitor
205	Morocco	Songhai	neutral
206	Inca	Morocco	neutral
206	Songhai	Inca	favorable
206	Morocco	Germany	favorable
206	Inca	Korea	competitor
207	Songhai	Iroquois	neutral
207	Korea	Germany	favorable
207	Iroquois	Morocco	neutral
207	Korea	Germany	favorable
208	Morocco	Songhai	neutral
208	Songhai	Korea	neutral
209	Korea	Songhai	neutral
209	Inca	Germany	neutral
209	Morocco	Iroquois	neutral
210	Songhai	Inca	favorable
210	Morocco	Korea	competitor
210	Songhai	Germany	neutral
210	Songhai	Germany	competitor
210	Iroquois	Inca	neutral
210	Korea	Inca	competitor
210	Korea	Morocco	neutral
211	Inca	Korea	competitor
211	Inca	Korea	competitor
212	Morocco	Iroquois	neutral
212	Germany	Morocco	neutral
212	Morocco	Iroquois	neutral
212	Iroquois	Korea	neutral
214	Iroquois	Morocco	neutral
215	Morocco	Inca	favorable
215	Korea	Morocco	neutral
216	Songhai	Korea	favorable
216	Iroquois	Inca	neutral
216	Korea	Germany	favorable
216	Korea	Morocco	neutral
217	Iroquois	Inca	neutral
217	Morocco	Songhai	neutral
217	Inca	Songhai	favorable
218	Songhai	Iroquois	neutral
218	Iroquois	Songhai	competitor
219	Germany	Inca	neutral
219	Songhai	Inca	favorable
219	Songhai	Germany	neutral
219	Korea	Inca	competitor
219	Germany	Inca	neutral
219	Songhai	Inca	favorable
219	Germany	Korea	favorable
220	Morocco	Iroquois	neutral
220	Korea	Inca	competitor
221	Korea	Iroquois	neutral
221	Germany	Songhai	competitor
221	Iroquois	Morocco	neutral
222	Iroquois	Germany	neutral
222	Inca	Germany	neutral
222	Korea	Morocco	favorable
222	Iroquois	Korea	enemy
223	Korea	Songhai	favorable
225	Songhai	Iroquois	neutral
225	Inca	Iroquois	neutral
225	Inca	Songhai	favorable
225	Korea	Germany	favorable
226	Morocco	Inca	favorable
226	Iroquois	Inca	favorable
226	Germany	Morocco	favorable
227	Songhai	Morocco	neutral
227	Iroquois	Morocco	neutral
227	Songhai	Germany	neutral
227	Iroquois	Inca	favorable
227	Korea	Inca	competitor
227	Morocco	Iroquois	neutral
228	Songhai	Germany	neutral
228	Morocco	Iroquois	neutral
228	Songhai	Iroquois	competitor
230	Iroquois	Morocco	neutral
230	Songhai	Korea	competitor
231	Morocco	Korea	favorable
231	Korea	Songhai	competitor
231	Iroquois	Germany	neutral
232	Songhai	Iroquois	neutral
232	Germany	Iroquois	neutral
233	Germany	Morocco	favorable
234	Inca	Korea	competitor
234	Morocco	Germany	favorable
235	Germany	Morocco	favorable
235	Morocco	Iroquois	neutral
235	Morocco	Songhai	neutral
235	Germany	Inca	favorable
236	Morocco	Iroquois	neutral
236	Germany	Iroquois	neutral
237	Iroquois	Korea	enemy
237	Songhai	Korea	neutral
237	Morocco	Germany	favorable
237	Morocco	Inca	neutral
237	Songhai	Iroquois	neutral
238	Iroquois	Inca	favorable
238	Morocco	Inca	neutral
238	Iroquois	Korea	enemy
238	Inca	Germany	favorable
239	Songhai	Korea	neutral
239	Inca	Morocco	neutral
239	Inca	Germany	favorable
239	Germany	Iroquois	neutral
240	Inca	Germany	favorable
240	Germany	Morocco	favorable
240	Songhai	Morocco	neutral
241	Germany	Korea	favorable
241	Korea	Inca	competitor
242	Songhai	Germany	competitor
242	Iroquois	Morocco	neutral
243	Songhai	Morocco	neutral
243	Korea	Inca	competitor
243	Songhai	Iroquois	neutral
243	Korea	Germany	neutral
244	Korea	Songhai	neutral
244	Morocco	Iroquois	neutral
244	Iroquois	Morocco	neutral
247	Songhai	Korea	competitor
247	Iroquois	Germany	neutral
248	Iroquois	Korea	neutral
248	Iroquois	Germany	enemy
249	Inca	Songhai	neutral
249	Morocco	Germany	neutral
250	Germany	Songhai	competitor
251	Songhai	Korea	favorable
251	Inca	Germany	neutral
251	Korea	Songhai	competitor
251	Inca	Korea	competitor
252	Morocco	Iroquois	neutral
252	Germany	Korea	neutral
253	Germany	Morocco	neutral
254	Inca	Songhai	neutral
254	Morocco	Inca	neutral
254	Iroquois	Korea	enemy
255	Songhai	Inca	neutral
255	Germany	Morocco	neutral
255	Korea	Morocco	competitor
255	Songhai	Korea	neutral
255	Germany	Inca	neutral
255	Morocco	Iroquois	competitor
256	Songhai	Germany	competitor
256	Iroquois	Germany	enemy
257	Korea	Iroquois	neutral
257	Morocco	Iroquois	competitor
258	Morocco	Korea	neutral
259	Morocco	Songhai	neutral
259	Iroquois	Germany	enemy
259	Songhai	Korea	neutral
259	Inca	Germany	neutral
259	Morocco	Inca	neutral
259	Germany	Songhai	competitor
259	Germany	Iroquois	neutral
260	Songhai	Iroquois	neutral
260	Iroquois	Inca	favorable
260	Korea	Morocco	neutral
261	Inca	Morocco	competitor
261	Morocco	Iroquois	competitor
261	Korea	Inca	competitor
261	Korea	Germany	neutral
262	Inca	Songhai	competitor
262	Morocco	Songhai	favorable
262	Germany	Morocco	neutral
263	Morocco	Germany	neutral
263	Iroquois	Songhai	favorable
264	Iroquois	Morocco	competitor
264	Iroquois	Germany	enemy
266	Songhai	Korea	neutral
266	Korea	Morocco	neutral
266	Korea	Iroquois	neutral
267	Songhai	Morocco	favorable
267	Morocco	Korea	neutral
268	Iroquois	Songhai	favorable
268	Morocco	Songhai	favorable
269	Korea	Germany	neutral
269	Morocco	Iroquois	competitor
269	Inca	Korea	neutral
270	Inca	Songhai	neutral
270	Iroquois	Korea	enemy
270	Morocco	Inca	neutral
270	Morocco	Germany	neutral
271	Inca	Germany	competitor
271	Morocco	Songhai	favorable
271	Morocco	Germany	neutral
271	Inca	Korea	competitor
271	Iroquois	Morocco	competitor
271	Morocco	Iroquois	competitor
272	Inca	Morocco	neutral
273	Songhai	Inca	favorable
273	Songhai	Korea	neutral
274	Germany	Korea	favorable
275	Songhai	Morocco	favorable
275	Inca	Korea	competitor
275	Germany	Songhai	competitor
275	Korea	Inca	competitor
276	Iroquois	Korea	enemy
276	Korea	Songhai	enemy
276	Morocco	Iroquois	competitor
277	Korea	Morocco	neutral
278	Songhai	Inca	neutral
278	Morocco	Iroquois	competitor
278	Iroquois	Songhai	neutral
278	Morocco	Germany	competitor
278	Morocco	Korea	competitor
278	Korea	Inca	competitor
278	Songhai	Morocco	neutral
279	Morocco	Germany	competitor
279	Iroquois	Morocco	competitor
279	Inca	Germany	enemy
280	Inca	Germany	enemy
281	Inca	Morocco	neutral
281	Songhai	Korea	neutral
281	Iroquois	Songhai	neutral
281	Morocco	Inca	neutral
281	Germany	Iroquois	neutral
281	Iroquois	Morocco	competitor
282	Korea	Inca	competitor
282	Iroquois	Inca	neutral
283	Songhai	Morocco	favorable
283	Songhai	Germany	neutral
283	Inca	Morocco	neutral
284	Korea	Inca	competitor
284	Germany	Songhai	enemy
284	Korea	Iroquois	neutral
285	Korea	Songhai	competitor
285	Morocco	Germany	competitor
286	Inca	Songhai	competitor
286	Morocco	Germany	competitor
286	Germany	Inca	competitor
286	Morocco	Korea	competitor
286	Korea	Songhai	competitor
286	Morocco	Iroquois	competitor
286	Songhai	Korea	neutral
287	Inca	Germany	enemy
288	Songhai	Korea	neutral
288	Songhai	Iroquois	neutral
288	Korea	Germany	neutral
288	Iroquois	Songhai	neutral
288	Iroquois	Germany	competitor
288	Morocco	Songhai	favorable
289	Germany	Songhai	enemy
289	Inca	Iroquois	favorable
289	Morocco	Songhai	favorable
290	Morocco	Iroquois	neutral
291	Germany	Iroquois	neutral
291	Songhai	Inca	favorable
291	Songhai	Morocco	favorable
292	Inca	Korea	competitor
292	Germany	Songhai	competitor
292	Germany	Inca	competitor
292	Songhai	Morocco	favorable
292	Inca	Korea	competitor
292	Germany	Iroquois	neutral
292	Inca	Korea	competitor
293	Morocco	Germany	neutral
293	Korea	Germany	neutral
293	Iroquois	Morocco	competitor
294	Korea	Morocco	neutral
295	Songhai	Korea	neutral
295	Songhai	Iroquois	favorable
295	Inca	Songhai	favorable
295	Korea	Songhai	competitor
295	Germany	Inca	competitor
296	Germany	Korea	favorable
296	Iroquois	Germany	competitor
296	Songhai	Iroquois	neutral
296	Iroquois	Korea	enemy
297	Inca	Iroquois	favorable
297	Inca	Morocco	favorable
297	Songhai	Iroquois	competitor
298	Morocco	Songhai	favorable
298	Germany	Morocco	competitor
298	Korea	Morocco	competitor
299	Songhai	Morocco	favorable
299	Iroquois	Songhai	competitor
299	Iroquois	Inca	favorable
299	Morocco	Germany	neutral
300	Inca	Songhai	friend
300	Inca	Germany	competitor
300	Germany	Songhai	competitor
300	Germany	Inca	competitor
301	Germany	Songhai	competitor
301	Morocco	Germany	neutral
302	Songhai	Korea	neutral
302	Songhai	Inca	neutral
302	Morocco	Iroquois	neutral
302	Korea	Songhai	competitor
302	Iroquois	Inca	neutral
302	Inca	Germany	enemy
303	Songhai	Inca	favorable
303	Germany	Iroquois	neutral
303	Korea	Iroquois	neutral
304	Iroquois	Inca	neutral
304	Iroquois	Germany	competitor
305	Inca	Morocco	neutral
305	Inca	Iroquois	favorable
306	Germany	Korea	competitor
307	Songhai	Morocco	competitor
307	Germany	Morocco	competitor
307	Morocco	Iroquois	neutral
308	Inca	Iroquois	favorable
309	Germany	Korea	competitor
309	Songhai	Korea	favorable
309	Germany	Korea	competitor
309	Germany	Inca	competitor
310	Germany	Songhai	competitor
310	Inca	Songhai	neutral
312	Korea	Inca	enemy
312	Germany	Songhai	competitor
312	Morocco	Songhai	competitor
312	Korea	Morocco	enemy
312	Korea	Germany	enemy
313	Korea	Inca	enemy
313	Korea	Morocco	enemy
313	Inca	Korea	archnemesis
313	Morocco	Korea	enemy
313	Songhai	Germany	competitor
313	Korea	Inca	archnemesis
313	Germany	Korea	archnemesis
314	Germany	Songhai	competitor
314	Morocco	Inca	favorable
314	Germany	Morocco	competitor
315	Germany	Morocco	neutral
315	Songhai	Morocco	competitor
315	Germany	Morocco	neutral
315	Morocco	Korea	enemy
316	Songhai	Korea	competitor
316	Inca	Morocco	neutral
316	Songhai	Morocco	competitor
316	Morocco	Songhai	neutral
316	Germany	Songhai	enemy
316	Korea	Songhai	neutral
316	Germany	Inca	competitor
316	Korea	Germany	enemy
318	Songhai	Inca	competitor
318	Morocco	Songhai	neutral
318	Inca	Korea	archnemesis
321	Inca	Germany	enemy
321	Morocco	Germany	neutral
322	Morocco	Germany	neutral
322	Songhai	Germany	competitor
323	Songhai	Korea	competitor
323	Morocco	Inca	favorable
323	Germany	Inca	competitor
323	Morocco	Songhai	neutral
323	Germany	Songhai	enemy
324	Morocco	Songhai	competitor
324	Germany	Inca	enemy
324	Korea	Morocco	enemy
325	Germany	Inca	neutral
326	Inca	Songhai	enemy
326	Germany	Inca	neutral
327	Songhai	Inca	competitor
327	Inca	Morocco	neutral
328	Germany	Morocco	competitor
329	Songhai	Germany	competitor
330	Songhai	Korea	favorable
330	Germany	Korea	enemy
331	Inca	Germany	competitor
332	Songhai	Morocco	competitor
332	Songhai	Inca	enemy
332	Morocco	Songhai	neutral
333	Germany	Songhai	enemy
333	Korea	Inca	archnemesis
333	Korea	Inca	archnemesis
333	Germany	Korea	enemy
333	Inca	Korea	archnemesis
333	Korea	Morocco	enemy
335	Inca	Songhai	enemy
335	Korea	Inca	archnemesis
336	Morocco	Inca	friend
336	Morocco	Germany	friend
336	Korea	Morocco	enemy
337	Songhai	Inca	enemy
337	Songhai	Korea	favorable
337	Korea	Songhai	neutral
338	Songhai	Germany	competitor
338	Inca	Morocco	neutral
340	Songhai	Morocco	competitor
342	Morocco	Korea	archnemesis
342	Songhai	Inca	enemy
342	Korea	Inca	archnemesis
342	Germany	Korea	enemy
343	Inca	Songhai	enemy
343	Inca	Songhai	enemy
343	Korea	Inca	enemy
343	Korea	Germany	enemy
344	Songhai	Korea	favorable
344	Morocco	Songhai	competitor
344	Korea	Inca	archnemesis
344	Songhai	Inca	enemy
345	Morocco	Korea	archnemesis
345	Germany	Korea	archnemesis
346	Songhai	Morocco	competitor
347	Songhai	Germany	competitor
347	Songhai	Korea	neutral
349	Korea	Morocco	archnemesis
349	Inca	Morocco	friend
351	Songhai	Korea	favorable
351	Inca	Germany	competitor
351	Morocco	Germany	neutral
351	Inca	Germany	competitor
352	Morocco	Korea	archnemesis
353	Morocco	Songhai	competitor
353	Morocco	Inca	ally
353	Inca	Songhai	archnemesis
354	Germany	Korea	archnemesis
354	Songhai	Morocco	competitor
356	Germany	Morocco	competitor
357	Korea	Inca	archnemesis
357	Songhai	Morocco	neutral
357	Morocco	Germany	neutral
357	Germany	Inca	competitor
358	Germany	Songhai	enemy
358	Korea	Songhai	competitor
359	Korea	Morocco	archnemesis
360	Inca	Songhai	enemy
360	Germany	Morocco	competitor
360	Inca	Morocco	ally
360	Inca	Korea	archnemesis
361	Morocco	Songhai	neutral
361	Morocco	Korea	archnemesis
362	Morocco	Songhai	neutral
362	Korea	Germany	enemy
363	Songhai	Morocco	neutral
364	Morocco	Germany	enemy
364	Korea	Inca	archnemesis
365	Songhai	Inca	competitor
365	Germany	Inca	enemy
365	Germany	Inca	enemy
365	Germany	Korea	archnemesis
365	Korea	Songhai	competitor
366	Morocco	Korea	archnemesis
366	Inca	Morocco	friend
366	Korea	Inca	archnemesis
368	Inca	Songhai	favorable
369	Inca	Korea	archnemesis
369	Morocco	Inca	ally
371	Morocco	Korea	archnemesis
